;Код ДС;состояние площадки;Площадь;Генпроектировщик;Генподрядчик;Кол-во рабочих;date_report
1025;022-0527;Не передана;9850.0;0;0;;2023.04.09
1026;022-0522;Не передана;13260.0;0;0;;2023.04.09
1027;022-0518;Занята;6000.0;0;0;;2023.04.09
1028;022-0631;;;0;2;;2023.04.09
1029;023-0092;;4000.0;0;0;;2023.04.09
1030;021-0550;Занята;1977.5;2;0;;2023.04.09
1031;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.04.09
1032;022-0592;;3956.0;3;0;;2023.04.09
1033;022-0525;Не передана;9900.0;0;0;;2023.04.09
1034;023-0135;;;0;0;;2023.04.09
1035;022-0707;;;0;0;;2023.04.09
1036;022-0630;;;0;0;;2023.04.09
1037;022-0523;;27225.0;0;0;;2023.04.09
1039;023-0093;Не передана;17000.0;0;0;;2023.04.09
1040;023-0089;Не передана;7500.0;0;0;;2023.04.09
1041;022-0524;Занята;6800.0;0;0;;2023.04.09
1042;022-0528;Занята;12225.0;0;0;;2023.04.09
1043;023-0090;;4000.0;0;0;;2023.04.09
1044;022-0354;Занята;20271.0;0;0;;2023.04.09
1045;022-0176;Не передана;17000.0;4;0;;2023.04.09
1047;022-0172;Свободна, передана;;5;3;;2023.04.09
1048;020-0776;Свободна, не передана;3328.02;6;0;;2023.04.09
1049;022-0171;Свободна, передана;6671.21;1;2;137.0;2023.04.09
1050;022-0517;Занята;7000.0;0;0;;2023.04.09
1053;019-0668;Свободна, передана;2766.4;7;4;52.0;2023.04.09
1054;019-0464;Свободна, передана;11837.18;8;5;82.0;2023.04.09
1056;020-0720;Свободна, передана;20164.69;9;6;216.0;2023.04.09
1057;020-0719;Свободна, передана;5149.6;2;7;40.0;2023.04.09
1058;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.04.09
1059;019-0429;Свободна, передана;11410.0;11;7;115.0;2023.04.09
1060;020-0155;Свободна, не передана;16484.0;8;5;10.0;2023.04.09
1061;019-0428;Свободна, передана;9067.1;12;4;58.0;2023.04.09
1062;020-0684;Занята;2488.6;1;2;;2023.04.09
1063;019-0467;Свободна, передана;11215.0;10;8;20.0;2023.04.09
1064;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.04.09
1066;019-0481;Свободна, передана;15226.0;13;9;218.0;2023.04.09
1067;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.04.09
1068;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.04.09
1070;019-0477;Свободна, передана;3592.7;16;12;61.0;2023.04.09
1071;019-0474;Свободна, передана;11561.12;17;13;161.0;2023.04.09
1072;019-0475;Свободна, передана;12032.12;18;14;337.0;2023.04.09
1073;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.04.09
1074;019-0483;Свободна, передана;16366.63;19;11;301.0;2023.04.09
1075;019-0469;Свободна, передана;9411.0;20;1;183.0;2023.04.09
1076;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.04.09
1077;020-0151;Занята;4080.0;21;15;;2023.04.09
1078;019-0480;Свободна, передана;14919.0;10;8;482.0;2023.04.09
1079;019-0431;Свободна, передана;19433.4;22;16;190.0;2023.04.09
1080;019-0430;Свободна, не передана;16094.4;23;15;;2023.04.09
1081;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.04.09
1082;020-0710;Свободна, передана;8067.83;8;5;181.0;2023.04.09
1083;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.04.09
1085;019-0471;Свободна, передана;11500.0;20;8;296.0;2023.04.09
1086;019-0675;Свободна, передана;8844.0;33;22;181.0;2023.04.09
1087;020-0712;Свободна, передана;6671.21;8;5;95.0;2023.04.09
1088;020-0709;Свободна, не передана;6848.84;27;1;76.0;2023.04.09
1089;021-0050;;;0;0;;2023.04.09
1090;020-0683;Свободна, не передана;7515.86;27;1;36.0;2023.04.09
1091;021-0049;;;0;0;;2023.04.09
1092;021-0781;Свободна, не передана;8226.4;2;0;;2023.04.09
1093;021-0048;Свободна, не передана;10320.0;6;0;;2023.04.09
1095;020-0711;Свободна, передана;7265.0;28;19;36.0;2023.04.09
1096;019-0594;Занята;17488.0;1;2;;2023.04.09
1097;020-0156;Занята;13288.0;21;15;;2023.04.09
1098;020-0149;Свободна, передана;2812.0;8;5;86.0;2023.04.09
1099;019-0676;Свободна, не передана;6291.0;29;20;123.0;2023.04.09
1100;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.04.09
1101;019-0674;Занята;9030.0;6;0;;2023.04.09
1103;019-0589;Занята;3751.1;1;2;;2023.04.09
1105;020-0157;Занята;7243.9;30;7;52.0;2023.04.09
1106;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.04.09
1107;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.04.09
1109;017-0527;Занята;14784.0;8;5;;2023.04.09
1110;017-0520;Свободна, не передана;6367.0;8;5;;2023.04.09
1113;021-0548;Занята;4037.0;32;0;;2023.04.09
1011;022-0043;;;0;0;;2023.04.10
1013;023-0091;;17000.0;0;0;;2023.04.10
1014;022-0629;;;0;1;;2023.04.10
1015;022-0170;Свободна, передана;16402.54;1;2;482.0;2023.04.10
1017;021-0549;Занята;;0;0;;2023.04.10
1018;022-0526;Занята;18100.0;0;0;;2023.04.10
1019;022-0520;Свободна, не передана;27225.0;0;0;;2023.04.10
1020;022-0519;Свободна, не передана;8307.0;6;0;;2023.04.10
1021;022-0515;Занята;5500.0;0;0;;2023.04.10
1023;022-0513;Свободна, не передана;6892.0;0;0;;2023.04.10
1024;022-0527;Не передана;9850.0;0;0;;2023.04.10
1025;022-0522;Не передана;13260.0;0;0;;2023.04.10
1026;022-0518;Занята;6000.0;0;0;;2023.04.10
1027;022-0631;;;0;2;;2023.04.10
1028;023-0092;;4000.0;0;0;;2023.04.10
1029;021-0550;Занята;1977.5;2;0;;2023.04.10
1030;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.04.10
1031;022-0592;;3956.0;3;0;;2023.04.10
1032;022-0525;Не передана;9900.0;0;0;;2023.04.10
1033;023-0135;;;0;0;;2023.04.10
1034;022-0707;;;0;0;;2023.04.10
1035;022-0630;;;0;0;;2023.04.10
1036;022-0523;;27225.0;0;0;;2023.04.10
1038;023-0093;Не передана;17000.0;0;0;;2023.04.10
1039;023-0089;Не передана;7500.0;0;0;;2023.04.10
1040;022-0524;Занята;6800.0;0;0;;2023.04.10
1041;022-0528;Занята;12225.0;0;0;;2023.04.10
1042;023-0090;;4000.0;0;0;;2023.04.10
1043;022-0354;Занята;20271.0;0;0;;2023.04.10
1044;022-0176;Не передана;17000.0;4;0;;2023.04.10
1046;022-0172;Свободна, передана;;5;3;;2023.04.10
1047;020-0776;Свободна, не передана;3328.02;6;0;;2023.04.10
1048;022-0171;Свободна, передана;6671.21;1;2;137.0;2023.04.10
1049;022-0517;Занята;7000.0;0;0;;2023.04.10
1052;019-0668;Свободна, передана;2766.4;7;4;52.0;2023.04.10
1053;019-0464;Свободна, передана;11837.18;8;5;80.0;2023.04.10
1055;020-0720;Свободна, передана;20164.69;9;6;219.0;2023.04.10
1056;020-0719;Свободна, передана;5149.6;2;7;35.0;2023.04.10
1057;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.04.10
1058;019-0429;Свободна, передана;11410.0;11;7;115.0;2023.04.10
1059;020-0155;Свободна, не передана;16484.0;8;5;10.0;2023.04.10
1060;019-0428;Свободна, передана;9067.1;12;4;58.0;2023.04.10
1061;020-0684;Занята;2488.6;1;2;;2023.04.10
1062;019-0467;Свободна, передана;11215.0;10;8;20.0;2023.04.10
1063;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.04.10
1065;019-0481;Свободна, передана;15226.0;13;9;218.0;2023.04.10
1066;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.04.10
1067;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.04.10
1069;019-0477;Свободна, передана;3592.7;16;12;61.0;2023.04.10
1070;019-0474;Свободна, передана;11561.12;17;13;165.0;2023.04.10
1071;019-0475;Свободна, передана;12032.12;18;14;307.0;2023.04.10
1072;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.04.10
1073;019-0483;Свободна, передана;16366.63;19;11;301.0;2023.04.10
1074;019-0469;Свободна, передана;9411.0;20;1;173.0;2023.04.10
1075;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.04.10
1076;020-0151;Занята;4080.0;21;15;;2023.04.10
1077;019-0480;Свободна, передана;14919.0;10;8;482.0;2023.04.10
1078;019-0431;Свободна, передана;19433.4;22;16;254.0;2023.04.10
1079;019-0430;Свободна, не передана;16094.4;23;15;;2023.04.10
1080;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.04.10
1081;020-0710;Свободна, передана;8067.83;8;5;181.0;2023.04.10
1082;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.04.10
1084;019-0471;Свободна, передана;11500.0;20;8;296.0;2023.04.10
1085;019-0675;Свободна, передана;8844.0;33;22;181.0;2023.04.10
1086;020-0712;Свободна, передана;6671.21;8;5;95.0;2023.04.10
1087;020-0709;Свободна, не передана;6848.84;27;1;76.0;2023.04.10
1088;021-0050;;;0;0;;2023.04.10
1089;020-0683;Свободна, не передана;7515.86;27;1;36.0;2023.04.10
1090;021-0049;;;0;0;;2023.04.10
1091;021-0781;Свободна, не передана;8226.4;2;0;;2023.04.10
1092;021-0048;Свободна, не передана;10320.0;6;0;;2023.04.10
1094;020-0711;Свободна, передана;7265.0;28;19;34.0;2023.04.10
1095;019-0594;Занята;17488.0;1;2;;2023.04.10
1096;020-0156;Занята;13288.0;21;15;;2023.04.10
1097;020-0149;Свободна, передана;2812.0;8;5;86.0;2023.04.10
1098;019-0676;Свободна, не передана;6291.0;29;20;123.0;2023.04.10
1099;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.04.10
1100;019-0674;Занята;9030.0;6;0;;2023.04.10
1102;019-0589;Занята;3751.1;1;2;;2023.04.10
1104;020-0157;Занята;7243.9;30;7;52.0;2023.04.10
1105;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.04.10
1106;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.04.10
1108;017-0527;Занята;14784.0;8;5;;2023.04.10
1109;017-0520;Свободна, не передана;6367.0;8;5;;2023.04.10
1112;021-0548;Занята;4037.0;32;0;;2023.04.10
1012;022-0043;;;0;0;;2023.04.11
1014;023-0091;;17000.0;0;0;;2023.04.11
1015;022-0629;;;0;1;;2023.04.11
1016;022-0170;Свободна, передана;16402.54;1;2;482.0;2023.04.11
1018;021-0549;Занята;;0;0;;2023.04.11
1019;022-0526;Занята;18100.0;0;0;;2023.04.11
1020;022-0520;Свободна, не передана;27225.0;0;0;;2023.04.11
1021;022-0519;Свободна, не передана;8307.0;6;0;;2023.04.11
1022;022-0515;Занята;5500.0;0;0;;2023.04.11
1024;022-0513;Свободна, не передана;6892.0;0;0;;2023.04.11
1025;022-0527;Не передана;9850.0;0;0;;2023.04.11
1026;022-0522;Не передана;13260.0;0;0;;2023.04.11
1027;022-0518;Занята;6000.0;0;0;;2023.04.11
1028;022-0631;;;0;2;;2023.04.11
1029;023-0092;;4000.0;0;0;;2023.04.11
1030;021-0550;Занята;1977.5;2;0;;2023.04.11
1031;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.04.11
1032;022-0592;;3956.0;3;0;;2023.04.11
1033;022-0525;Не передана;9900.0;0;0;;2023.04.11
1034;023-0135;;;0;0;;2023.04.11
1035;022-0707;;;0;0;;2023.04.11
1036;022-0630;;;0;0;;2023.04.11
1037;022-0523;;27225.0;0;0;;2023.04.11
1039;023-0093;Не передана;17000.0;0;0;;2023.04.11
1040;023-0089;Не передана;7500.0;0;0;;2023.04.11
1041;022-0524;Занята;6800.0;0;0;;2023.04.11
1042;022-0528;Занята;12225.0;0;0;;2023.04.11
1043;023-0090;;4000.0;0;0;;2023.04.11
1044;022-0354;Занята;20271.0;0;0;;2023.04.11
1045;022-0176;Не передана;17000.0;4;0;;2023.04.11
1047;022-0172;Свободна, передана;;5;3;;2023.04.11
1048;020-0776;Свободна, не передана;3328.02;6;0;;2023.04.11
1049;022-0171;Свободна, передана;6671.21;1;2;137.0;2023.04.11
1050;022-0517;Занята;7000.0;0;0;;2023.04.11
1053;019-0668;Свободна, передана;2766.4;7;4;52.0;2023.04.11
1054;019-0464;Свободна, передана;11837.18;8;5;80.0;2023.04.11
1056;020-0720;Свободна, передана;20164.69;9;6;219.0;2023.04.11
1057;020-0719;Свободна, передана;5149.6;2;7;35.0;2023.04.11
1058;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.04.11
1059;019-0429;Свободна, передана;11410.0;11;7;115.0;2023.04.11
1060;020-0155;Свободна, не передана;16484.0;8;5;10.0;2023.04.11
1061;019-0428;Свободна, передана;9067.1;12;4;58.0;2023.04.11
1062;020-0684;Занята;2488.6;1;2;;2023.04.11
1063;019-0467;Свободна, передана;11215.0;10;8;20.0;2023.04.11
1064;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.04.11
1066;019-0481;Свободна, передана;15226.0;13;9;218.0;2023.04.11
1067;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.04.11
1068;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.04.11
1070;019-0477;Свободна, передана;3592.7;16;12;61.0;2023.04.11
1071;019-0474;Свободна, передана;11561.12;17;13;165.0;2023.04.11
1072;019-0475;Свободна, передана;12032.12;18;14;307.0;2023.04.11
1073;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.04.11
1074;019-0483;Свободна, передана;16366.63;19;11;301.0;2023.04.11
1075;019-0469;Свободна, передана;9411.0;20;1;173.0;2023.04.11
1076;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.04.11
1077;020-0151;Занята;4080.0;21;15;;2023.04.11
1078;019-0480;Свободна, передана;14919.0;10;8;482.0;2023.04.11
1079;019-0431;Свободна, передана;19433.4;22;16;254.0;2023.04.11
1080;019-0430;Свободна, не передана;16094.4;23;15;;2023.04.11
1081;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.04.11
1082;020-0710;Свободна, передана;8067.83;8;5;181.0;2023.04.11
1083;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.04.11
1085;019-0471;Свободна, передана;11500.0;20;8;290.0;2023.04.11
1086;019-0675;Свободна, передана;8844.0;33;22;181.0;2023.04.11
1087;020-0712;Свободна, передана;6671.21;8;5;95.0;2023.04.11
1088;020-0709;Свободна, не передана;6848.84;27;1;76.0;2023.04.11
1089;021-0050;;;0;0;;2023.04.11
1090;020-0683;Свободна, не передана;7515.86;27;1;36.0;2023.04.11
1091;021-0049;;;0;0;;2023.04.11
1092;021-0781;Свободна, не передана;8226.4;2;0;;2023.04.11
1093;021-0048;Свободна, не передана;10320.0;6;0;;2023.04.11
1095;020-0711;Свободна, передана;7265.0;28;19;34.0;2023.04.11
1096;019-0594;Занята;17488.0;1;2;;2023.04.11
1097;020-0156;Занята;13288.0;21;15;;2023.04.11
1098;020-0149;Свободна, передана;2812.0;8;5;86.0;2023.04.11
1099;019-0676;Свободна, не передана;6291.0;29;20;123.0;2023.04.11
1100;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.04.11
1101;019-0674;Занята;9030.0;6;0;;2023.04.11
1103;019-0589;Занята;3751.1;1;2;;2023.04.11
1105;020-0157;Занята;7243.9;30;7;52.0;2023.04.11
1106;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.04.11
1107;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.04.11
1109;017-0527;Занята;14784.0;8;5;;2023.04.11
1110;017-0520;Свободна, не передана;6367.0;8;5;;2023.04.11
1113;021-0548;Занята;4037.0;32;0;;2023.04.11
1011;022-0043;;;0;0;;2023.04.12
1013;023-0091;;17000.0;0;0;;2023.04.12
1014;022-0629;;;0;1;;2023.04.12
1015;022-0170;Свободна, передана;16402.54;1;2;468.0;2023.04.12
1017;021-0549;Занята;;0;0;;2023.04.12
1018;022-0526;Занята;18100.0;0;0;;2023.04.12
1019;022-0520;Свободна, не передана;27225.0;0;0;;2023.04.12
1020;022-0519;Свободна, не передана;8307.0;6;0;;2023.04.12
1021;022-0515;Занята;5500.0;0;0;;2023.04.12
1023;022-0513;Свободна, не передана;6892.0;0;0;;2023.04.12
1024;022-0527;Не передана;9850.0;34;23;;2023.04.12
1025;022-0522;Не передана;13260.0;0;0;;2023.04.12
1026;022-0518;Занята;6000.0;0;0;;2023.04.12
1027;022-0631;;;0;2;;2023.04.12
1028;023-0092;;4000.0;0;0;;2023.04.12
1029;021-0550;Занята;1977.5;2;0;;2023.04.12
1030;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.04.12
1031;022-0592;;3956.0;3;0;;2023.04.12
1032;022-0525;Не передана;9900.0;0;0;;2023.04.12
1033;023-0135;;;0;0;;2023.04.12
1034;022-0707;;;0;0;;2023.04.12
1035;022-0630;;;0;0;;2023.04.12
1036;022-0523;;27225.0;0;0;;2023.04.12
1038;023-0093;Не передана;17000.0;0;0;;2023.04.12
1039;023-0089;Не передана;7500.0;0;0;;2023.04.12
1040;022-0524;Занята;6800.0;0;0;;2023.04.12
1041;022-0528;Занята;12225.0;0;0;;2023.04.12
1042;023-0090;;4000.0;0;0;;2023.04.12
1043;022-0354;Занята;20271.0;0;0;;2023.04.12
1044;022-0176;Не передана;17000.0;4;0;;2023.04.12
1046;022-0172;Свободна, передана;;5;3;;2023.04.12
1047;020-0776;Свободна, не передана;3328.02;6;0;;2023.04.12
1048;022-0171;Свободна, передана;6671.21;1;2;116.0;2023.04.12
1049;022-0517;Занята;7000.0;0;0;;2023.04.12
1052;019-0668;Свободна, передана;2766.4;7;4;77.0;2023.04.12
1053;019-0464;Свободна, передана;11837.18;8;5;80.0;2023.04.12
1055;020-0720;Свободна, передана;20164.69;9;6;213.0;2023.04.12
1056;020-0719;Свободна, передана;5149.6;2;7;40.0;2023.04.12
1057;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.04.12
1058;019-0429;Свободна, передана;11410.0;11;7;115.0;2023.04.12
1059;020-0155;Свободна, не передана;16484.0;8;5;10.0;2023.04.12
1060;019-0428;Свободна, передана;9067.1;12;4;58.0;2023.04.12
1061;020-0684;Занята;2488.6;1;2;;2023.04.12
1062;019-0467;Свободна, передана;11215.0;10;8;20.0;2023.04.12
1063;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.04.12
1065;019-0481;Свободна, передана;15226.0;13;9;223.0;2023.04.12
1066;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.04.12
1067;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.04.12
1069;019-0477;Свободна, передана;3592.7;16;12;60.0;2023.04.12
1070;019-0474;Свободна, передана;11561.12;17;13;165.0;2023.04.12
1071;019-0475;Свободна, передана;12032.12;18;14;312.0;2023.04.12
1072;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.04.12
1073;019-0483;Свободна, передана;16366.63;19;11;458.0;2023.04.12
1074;019-0469;Свободна, передана;9411.0;20;1;195.0;2023.04.12
1075;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.04.12
1076;020-0151;Занята;4080.0;21;15;;2023.04.12
1077;019-0480;Свободна, передана;14919.0;10;8;475.0;2023.04.12
1078;019-0431;Свободна, передана;19433.4;22;16;270.0;2023.04.12
1079;019-0430;Свободна, не передана;16094.4;23;15;;2023.04.12
1080;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.04.12
1081;020-0710;Свободна, передана;8067.83;8;5;147.0;2023.04.12
1082;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.04.12
1084;019-0471;Свободна, передана;11500.0;20;8;290.0;2023.04.12
1085;019-0675;Свободна, передана;8844.0;33;22;143.0;2023.04.12
1086;020-0712;Свободна, передана;6671.21;8;5;50.0;2023.04.12
1087;020-0709;Свободна, не передана;6848.84;27;1;81.0;2023.04.12
1088;021-0050;;;0;0;;2023.04.12
1089;020-0683;Свободна, не передана;7515.86;27;1;35.0;2023.04.12
1090;021-0049;;;0;0;;2023.04.12
1091;021-0781;Свободна, не передана;8226.4;2;0;;2023.04.12
1092;021-0048;Свободна, не передана;10320.0;6;0;;2023.04.12
1094;020-0711;Свободна, передана;7265.0;28;19;36.0;2023.04.12
1095;019-0594;Занята;17488.0;1;2;;2023.04.12
1096;020-0156;Занята;13288.0;21;15;;2023.04.12
1097;020-0149;Свободна, передана;2812.0;8;5;122.0;2023.04.12
1098;019-0676;Свободна, не передана;6291.0;29;20;191.0;2023.04.12
1099;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.04.12
1100;019-0674;Занята;9030.0;6;0;;2023.04.12
1102;019-0589;Занята;3751.1;1;2;;2023.04.12
1104;020-0157;Занята;7243.9;30;7;23.0;2023.04.12
1105;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.04.12
1106;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.04.12
1108;017-0527;Занята;14784.0;8;5;;2023.04.12
1109;017-0520;Свободна, не передана;6367.0;8;5;;2023.04.12
1112;021-0548;Занята;4037.0;32;0;;2023.04.12
1012;022-0043;;;0;0;;2023.04.13
1014;023-0091;;17000.0;0;0;;2023.04.13
1015;022-0629;;;0;1;;2023.04.13
1016;022-0170;Свободна, передана;16402.54;1;2;468.0;2023.04.13
1018;021-0549;Занята;;0;0;;2023.04.13
1019;022-0526;Занята;18100.0;0;0;;2023.04.13
1020;022-0520;Свободна, не передана;27225.0;0;0;;2023.04.13
1021;022-0519;Свободна, не передана;8307.0;6;0;;2023.04.13
1022;022-0515;Занята;5500.0;0;0;;2023.04.13
1024;022-0513;Свободна, не передана;6892.0;0;0;;2023.04.13
1025;022-0527;Не передана;9850.0;34;23;;2023.04.13
1026;022-0522;Не передана;13260.0;0;0;;2023.04.13
1027;022-0518;Занята;6000.0;0;0;;2023.04.13
1028;022-0631;;;0;2;;2023.04.13
1029;023-0092;;4000.0;0;0;;2023.04.13
1030;021-0550;Занята;1977.5;2;0;;2023.04.13
1031;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.04.13
1032;022-0592;;3956.0;3;0;;2023.04.13
1033;022-0525;Не передана;9900.0;0;0;;2023.04.13
1034;023-0135;;;0;0;;2023.04.13
1035;022-0707;;;0;0;;2023.04.13
1036;022-0630;;;0;0;;2023.04.13
1037;022-0523;;27225.0;0;0;;2023.04.13
1039;023-0093;Не передана;17000.0;0;0;;2023.04.13
1040;023-0089;Не передана;7500.0;0;0;;2023.04.13
1041;022-0524;Занята;6800.0;0;0;;2023.04.13
1042;022-0528;Занята;12225.0;0;0;;2023.04.13
1043;023-0090;;4000.0;0;0;;2023.04.13
1044;022-0354;Занята;20271.0;0;0;;2023.04.13
1045;022-0176;Не передана;17000.0;4;0;;2023.04.13
1047;022-0172;Свободна, передана;;5;3;;2023.04.13
1048;020-0776;Свободна, не передана;3328.02;6;0;;2023.04.13
1049;022-0171;Свободна, передана;6671.21;1;2;116.0;2023.04.13
1050;022-0517;Занята;7000.0;0;0;;2023.04.13
1053;019-0668;Свободна, передана;2766.4;7;4;77.0;2023.04.13
1054;019-0464;Свободна, передана;11837.18;8;5;80.0;2023.04.13
1056;020-0720;Свободна, передана;20164.69;9;6;213.0;2023.04.13
1057;020-0719;Свободна, передана;5149.6;2;7;40.0;2023.04.13
1058;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.04.13
1059;019-0429;Свободна, передана;11410.0;11;7;115.0;2023.04.13
1060;020-0155;Свободна, не передана;16484.0;8;5;10.0;2023.04.13
1061;019-0428;Свободна, передана;9067.1;12;4;58.0;2023.04.13
1062;020-0684;Занята;2488.6;1;2;;2023.04.13
1063;019-0467;Свободна, передана;11215.0;10;8;15.0;2023.04.13
1064;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.04.13
1066;019-0481;Свободна, передана;15226.0;13;9;223.0;2023.04.13
1067;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.04.13
1068;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.04.13
1070;019-0477;Свободна, передана;3592.7;16;12;60.0;2023.04.13
1071;019-0474;Свободна, передана;11561.12;17;13;146.0;2023.04.13
1072;019-0475;Свободна, передана;12032.12;18;14;312.0;2023.04.13
1073;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.04.13
1074;019-0483;Свободна, передана;16366.63;19;11;458.0;2023.04.13
1075;019-0469;Свободна, передана;9411.0;20;1;195.0;2023.04.13
1076;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.04.13
1077;020-0151;Занята;4080.0;21;15;;2023.04.13
1078;019-0480;Свободна, передана;14919.0;10;8;475.0;2023.04.13
1079;019-0431;Свободна, передана;19433.4;22;16;270.0;2023.04.13
1080;019-0430;Свободна, не передана;16094.4;23;15;;2023.04.13
1081;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.04.13
1082;020-0710;Свободна, передана;8067.83;8;5;147.0;2023.04.13
1083;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.04.13
1085;019-0471;Свободна, передана;11500.0;20;8;290.0;2023.04.13
1086;019-0675;Свободна, передана;8844.0;33;22;143.0;2023.04.13
1087;020-0712;Свободна, передана;6671.21;8;5;50.0;2023.04.13
1088;020-0709;Свободна, не передана;6848.84;27;1;81.0;2023.04.13
1089;021-0050;;;0;0;;2023.04.13
1090;020-0683;Свободна, не передана;7515.86;27;1;35.0;2023.04.13
1091;021-0049;;;0;0;;2023.04.13
1092;021-0781;Свободна, не передана;8226.4;2;0;;2023.04.13
1093;021-0048;Свободна, не передана;10320.0;6;0;;2023.04.13
1095;020-0711;Свободна, передана;7265.0;28;19;36.0;2023.04.13
1096;019-0594;Занята;17488.0;1;2;;2023.04.13
1097;020-0156;Занята;13288.0;21;15;;2023.04.13
1098;020-0149;Свободна, передана;2812.0;8;5;122.0;2023.04.13
1099;019-0676;Свободна, не передана;6291.0;29;20;191.0;2023.04.13
1100;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.04.13
1101;019-0674;Занята;9030.0;6;0;;2023.04.13
1103;019-0589;Занята;3751.1;1;2;;2023.04.13
1105;020-0157;Занята;7243.9;30;7;23.0;2023.04.13
1106;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.04.13
1107;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.04.13
1109;017-0527;Занята;14784.0;8;5;;2023.04.13
1110;017-0520;Свободна, не передана;6367.0;8;5;;2023.04.13
1113;021-0548;Занята;4037.0;32;0;;2023.04.13
1012;022-0043;;;0;0;;2023.04.14
1014;023-0091;;17000.0;0;0;;2023.04.14
1015;022-0629;;;0;1;;2023.04.14
1016;022-0170;Свободна, передана;16402.54;1;2;468.0;2023.04.14
1018;021-0549;Занята;;0;0;;2023.04.14
1019;022-0526;Занята;18100.0;0;0;;2023.04.14
1020;022-0520;Свободна, не передана;27225.0;0;0;;2023.04.14
1021;022-0519;Свободна, не передана;8307.0;6;0;;2023.04.14
1022;022-0515;Занята;5500.0;0;0;;2023.04.14
1024;022-0513;Свободна, не передана;6892.0;0;0;;2023.04.14
1025;022-0527;Не передана;9850.0;34;23;;2023.04.14
1026;022-0522;Не передана;13260.0;0;0;;2023.04.14
1027;022-0518;Занята;6000.0;0;0;;2023.04.14
1028;022-0631;;;0;2;;2023.04.14
1029;023-0092;;4000.0;0;0;;2023.04.14
1030;021-0550;Занята;1977.5;2;0;;2023.04.14
1031;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.04.14
1032;022-0592;;3956.0;3;0;;2023.04.14
1033;022-0525;Не передана;9900.0;0;0;;2023.04.14
1034;023-0135;;;0;0;;2023.04.14
1035;022-0707;;;0;0;;2023.04.14
1036;022-0630;;;0;0;;2023.04.14
